adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/8S2Sz7uHuAgQz0SIlyFD9ofshlv.jpg,"[36, 18]",1466682,ja,金子文子 何が私をこうさせたか,"Why did she die? The Supreme Court first sentenced her to death, but then commuted her sentence to life imprisonment and sent her to Tochigi Women's Prison. What happened before she took her own life there? Based on her tanka poems, which convey her raw voice, the film explores her lone fight during the 121 days between her death sentence and suicide, a period that has remained obscure to date.",0.6142,/q8S8L3ZgfMxMtRDuunRTrkfp6R3.jpg,2026-02-28,Kaneko Fumiko,False,0.0,0
False,/zWMaUnmjnpVMnSiWcY3eF3PT1p.jpg,"[99, 16, 18, 10402]",1557013,en,What Will I Become?,"More than 50% of transgender boys have attempted suicide. Through two life stories, directors Lexie and Logan unravel why their community is particularly vulnerable to living and dying quietly.",0.5626,/tV5dpZi2SYvV4q0a0bkZwvBzAG1.jpg,2026-02-17,What Will I Become?,False,0.0,0
False,/sImzLdJ0sGzKrWJktcegFnL3oz0.jpg,"[18, 10749]",1223073,ar,ولنا في الخيال... حب؟,"Youssef, an introverted university professor, tries to live a quiet and secluded life, but the arrival of the student Warda into his world turns everything upside down. while she is trying to mend her relationship with her boyfriend, Noah, Youssef finds himself gradually becoming entangled in their relationship.  As illusions intertwine with reality at the heart of a complicated love triangle, feelings he thought had long faded awaken within him.",0.1882,/q521ctl7fuG6fVitQ4DVCNYRNRk.jpg,2025-11-19,"Love, Imagined",False,1.0,1
False,/aMjlE11R337IWVaexFQZSWZegx3.jpg,"[18, 36, 10749, 10752]",259065,zh,天馬茶房,"1945-1947, Taiwan. A teenage couple were deeply in love despite objections from the girl’s family. Their tragic story is played out in travelling troupes, tea-houses and western-style cafes, with the backdrop of Japanese occupation and the 28 February Incident.",0.2269,/hy9XzVIV5yLFXxgIEM2G5yq54OO.jpg,1999-09-09,March of Happiness,False,5.8,6
False,,[10749],1608619,en,The Stars Between Us,"Seven years ago, Kim made a connection with a stranger during an eclipse event. Now a fledgling news reporter, Kim returns to Illinois for this year's eclipse, unaware that their paths may cross again.",0.2024,/tcluKPgtUJldvLqDlincYRZwQZj.jpg,2026-02-21,The Stars Between Us,False,0.0,0
False,,[18],1625582,hi,The Kerala Story 2 Goes Beyond,,0.1783,/5btAk8YTRT3FLsqQBumN5eCk8xO.jpg,2026-02-27,The Kerala Story 2 Goes Beyond,False,0.0,0
False,,"[9648, 35]",1616174,pa,Lali,"Bound by love and haunted by fate, Zeba and Sajawal spiral through feelings of desire, superstition and fear in Lali, a darkly comic tale where the living share a restless world with the ghosts.",0.2141,/9XoQ4KIOzgR93kqMq1iMpgGuqc1.jpg,2026-02-14,Lali,False,0.0,0
False,/hXsEEq9LiHC3zsJDWgSSySVXOWf.jpg,"[35, 18, 10749]",1352620,en,All That Glitters,"Ryan, a disinterested teenager and hapless romantic, unwittingly enlists the ghost of Shakespeare to help land the role of Romeo in his school play and win over his Juliet.",0.2277,/df0BGYMU2E5XB4BJLElnVxpmy4w.jpg,2026-02-27,All That Glitters,False,0.0,0
False,/hXsEEq9LiHC3zsJDWgSSySVXOWf.jpg,"[35, 18, 10749]",1352620,en,All That Glitters,"Ryan, a disinterested teenager and hapless romantic, unwittingly enlists the ghost of Shakespeare to help land the role of Romeo in his school play and win over his Juliet.",0.2277,/df0BGYMU2E5XB4BJLElnVxpmy4w.jpg,2026-02-27,All That Glitters,False,0.0,0
False,,[],1583962,en,Teenage Mutant Ninja Turtles: Echoes of the Ooze,"Splinter is kidnapped by a mysterious new villain or faction who wants to weaponize the mutagen ooze. While trapped, Splinter reveals to the turtles a hidden past - something he's never shared before about the ooze.",0.1289,,2026-02-20,Teenage Mutant Ninja Turtles: Echoes of the Ooze,False,0.0,0
False,/wAGUWDF6GKoihHlBdcmu00Ru6ru.jpg,"[14, 27, 9648, 53]",1401357,en,Demon Squad: Tooth and Claw,"When a string of brutal killings are linked to a werewolf, paranormal investigator Nick Moon goes on the hunt. Battling supernatural forces, he uncovers a dark conspiracy that must be stopped before the monster strikes again.",0.6287,/s4KjTRsxdQF1BBKXvYadA6OJFEc.jpg,2026-02-13,Demon Squad: Tooth and Claw,False,0.0,0
False,,"[10749, 18]",1440735,te,Couple Friendly,"An interior designer from Chennai falls for a fellow stranger while sharing a bike ride, leading to a romance that shows them the blissful side of life.",0.4427,/5LABrAfB6L47Gng6ySv47pvMGlw.jpg,2026-02-14,Couple Friendly,False,0.0,0
False,,"[27, 9648, 18, 53]",1467528,en,Fade Away,"A man starts encountering supernatural events while camping one night; meanwhile, his wife questions her reality back at their home. Both begin receiving mysterious phone calls from an unknown number, warning them that they are in serious danger....",0.1176,/18bkBuZlc8x6OO07yMgvl63nYnj.jpg,2026-02-14,Fade Away,False,0.0,0
False,/32AdQR1TKhcZ5vkNTyvM1dRhbBC.jpg,"[10749, 14]",1459612,uk,Мавка. Справжній міф,"The Mavka, a mystical and dangerous forest nymph, falls in love with the biologist Lukyan instead of destroying him in the mysterious forest lake, where mermaids and other nymphs await men's souls. And they are ready to do anything to keep the Mavka on the dark side.",0.436,/3fCkTGO8g6d5HQvOx0CKhvRDROe.jpg,2026-03-01,Mavka. A Real Myth,False,0.0,0
False,,"[18, 10749]",1612260,id,"Antara Mama, Cinta dan Surga: Bahasa Cinta Nommensen","Bernard, the youngest child of a Batak family, faces an inner conflict when his desire to become a priest clashes with his family's expectation of a civil servant. Haunted by the call of faith and caught between love, family, and his faith, Bernard must make life choices that will determine his future.",0.2076,/xl413Bd84Te8vtcMNvSvqDfikjn.jpg,2026-02-19,"Antara Mama, Cinta dan Surga: Bahasa Cinta Nommensen",False,0.0,0
False,,"[35, 18]",1449558,ko,간첩사냥,,0.12,/oLISRfslwHx6U70dxmfgy0yP2Qn.jpg,2026-02-25,Unlikely Allies,False,0.0,0
False,/lNyTMuDqSUvPfRfdxYaCgQADle2.jpg,[10402],1610536,en,CHASE ATLANTIC: Lost in Heaven,"Chase Atlantic's concert film captures their epic O2 Arena show closing the LOST IN HEAVEN Tour. The Australian trio, plus touring members, showcase years of growth that led to filling major venues and earning billions of streams.",0.1886,/daVVTWa0AZdkwbQhySE8y1YSHXo.jpg,2026-02-18,CHASE ATLANTIC: Lost in Heaven,False,0.0,0
False,/pMdnmZimt15JkiUecaA4SE165Oz.jpg,[10402],1492039,fr,Les Enfoirés 2026 - La ballade des Enfoirés,,0.3291,/xiiRlWPsOFk3TS0f7JTZFjCnSo1.jpg,2026-02-27,Les Enfoirés 2026 - La ballade des Enfoirés,False,0.0,0
False,,[16],1616186,cs,"En, ten, týky!","Yios, a lonely mythical boy whose head shines like the sun, struggles to make friends in the clouds. After an unfortunate prank sends him down to Earth, an unexpected encounter challenges the way he sees himself.",0.2008,,2026-02-18,"Eeny, Meeny, Miny, Moe!",False,0.0,0
False,,[18],1299049,de,Vor dem Anfang,"While handing out food at a charity organization, Laura, Evîn and Julia unexpectedly cross paths. Laura, a released prisoner, defends Evîn, a Kurdish woman, when she is racially insulted by a man waiting in line. Eventually the situation gets out of hand.",0.4918,/28FpqTDTeoptsSsVWV7flfz4jc8.jpg,2026-02-19,Wovon sollen wir träumen,False,0.0,0
False,,[18],1414395,fr,Forêt Ivre,"In the northern Alps, Anne, Hélène and Suzanne take turns looking after a mountain hut. Through the seasons, hikers come and go. Stories bloom and fade, leaving each of them facing the silence of their chosen solitude and the poetry of nature.",0.3666,/v39qOjKHUhPIlpzCawddZAWDrov.jpg,2026-02-16,Forest High,False,0.0,0
False,/wiWiNs5emEQ3tLtnltXHFv0xj87.jpg,[99],1620474,en,Sugarhouse,"In rural Vermont, aging sugarmakers honor a centuries-old tradition in this powerful meditation on family legacy, loss, and resilience.",0.1807,/PgITLOXmprZGhD6mNzELd30XUU.jpg,2026-02-17,Sugarhouse,False,0.0,0
False,,[99],1614696,fr,Beaucoup parler,"Pascale accompanies her Egyptian friend Amr on his rocky path to a residency permit. The system, authorities, lawyer, papers, paperwork, a language course. A refreshingly honest film full of solidarity about “the state of migration” and “se comprendre”.",0.1572,,2026-02-13,A Lot Talk,False,0.0,0
False,,[],1313651,en,Mambo Maternica,"An adoption, an insemination, an abortion. Three women in three European cities struggle through a day, making one of the hardest decisions in their lives. An up-to-date observation of women’s choices on the verge of motherhood.",0.2751,/uiseSzqIqJKupdxI2kJPK1VXkck.jpg,2026-02-26,Mambo Maternica,False,0.0,0
False,,[18],1616172,it,Mambo Kids,"On a quiet late-summer day, Alessandro and Flavio set out in search of the last secrets of their city. Sitting on the branch of a large cherry tree, they wait for the night. A beer with friends, mopeds heading home, and a farewell.",0.265,,2026-02-18,Mambo Kids,False,0.0,0
False,,[],1622195,en,Busy Barry,"A desperate boss finds his day wasted as he ""patiently"" awaits work due from his employee, Barry. Who just so happens to be busy with other things between the sessions of their less than pleasant calls.",0.2314,/2Cy8FrsIEDOytbii1m868AjjyXB.jpg,2026-02-20,Busy Barry,False,0.0,0
False,,"[35, 10751]",1524008,ru,Драники,"Max, an ordinary schoolboy with somewhat unusual parents, finds himself in a village for winter break, against his will. In the village, he encounters a dish that's familiar to the locals but new to him - potato pancakes. The boys, along with their cousin, decide to start a business: they convert an old UAZ into a food truck and sell potato pancakes. But how can you tackle adult problems when you're still a child yourself?",0.1672,/yzOAaKIFpFmFFkvBbhmZPJcHSBE.jpg,2026-02-26,Draniki,False,0.0,0
False,,[27],1566850,en,Evil in the House,"Beth cares for a reclusive elderly man in a secluded house. As eerie whispers and shadows grow more intense, she discovers the terrifying presence of a hag haunting the home. Soon, Beth realizes she may never escape its sinister grip.",0.1577,/1HOHgIB0oU97pPasel6mJVnQCoz.jpg,2026-03-01,Evil in the House,False,0.0,0
False,,[99],1537280,en,Googie,,0.3599,/wX0hj5ITMdLSrCVQUtjoBBkHwZm.jpg,2026-02-12,Googie,False,0.0,0
False,,[99],1616141,ar,الجانب الآخر من الشمس,"After the fall of Assad’s regime, five survivors return to the former torture prison of Saidnaya to reenact what they experienced there during their incarceration. They reclaim their voices and bear witness for those who can no longer speak for themselves.",0.3809,/aMBJtIjfn1x5hjZKcfu67hQZwiQ.jpg,2026-02-15,The Other Side of the Sun,False,0.0,0
False,/35lle2RJBcBm1BYuLkapCURLa4U.jpg,[],1618321,vi,Báu vật trời cho,,0.2617,/ljYwb65602RVFyWQCR9JkSYKXsy.jpg,2026-02-17,A Gift From Heaven,False,0.0,0
False,/rfd3ebyEjUdHddMnBk7xnmsuQ38.jpg,[],1362547,en,Bitters,"At the end of a lovely wedding rehearsal, the Maid of Honor gives a speech in a last-ditch attempt to win the love of the bride.",0.0982,/oq8sNwc07tNv2GeLRI8zHBhszMW.jpg,2026-02-15,Bitters,False,0.0,0
False,/4MWSJpGTPrcTWPTMiAYYeR2O7HM.jpg,"[10402, 10749, 18]",1623666,th,รถไฟ,,0.1779,/ud5EGrbhDW4GcWJQo9PZOrcORmY.jpg,2026-02-28,รถไฟ,False,0.0,0
False,/72D9EGfdxBvCK8mkWvaWsJzO6ne.jpg,"[28, 80, 18]",1611379,ja,日本統一７３,"Himuro (Yasukaze Motomiya) and Tamura (Yoshiyuki Yamaguchi) return to Kobe, where the Kyowakai executives—still without a clear successor—expect Himuro to become the fourth chairman. Himuro refuses, causing unrest. After meeting Ueki, Himuro decides to respect Kawatani’s wishes and announces only his retirement.  At the same time, the Marugami-kai appoints Sakota as chairman following Mita’s death. Meanwhile, Sunaga of the Keihin Alliance approaches Shinjo and Komiya again. Although the information reaches Himuro through Kuroiwa, Himuro rejects it, saying he does not want the Marugami-kai to split.  Himuro admits he wanted to make Kawatani the number-one boss in Japan and to unite the yakuza world, but Tamura encourages him to be honest with his own feelings. Elsewhere, the Yamazaki Ichimon learns of Shinjo and Komiya and tries to handle things themselves. During this, retired Kyowakai member Nakajima appears, and his new business becomes the spark for a new conflict.",0.2329,/w2Ys77Lbn38KIiccQunRxXxiflV.jpg,2026-03-04,Unification of Japan 73,False,0.0,0
False,/wPOn1LpeNmzxDgeIh1KQK5Gb8Sb.jpg,"[10749, 18, 35]",1376838,ar,نجوم الأمل و الألم,"In this sweeping love story that spans three decades of passion, heartbreak, and hope, Nino and Yasmina find themselves drawn together by a magnetic relationship. As they face an impossible choice between love and survival, they must decide if they want to build a family and chart a path to happiness in Lebanon, despite the tragedies ravaging the country.",0.1426,/cOJkkfI9SzXxqoPjc3MttsqGsxr.jpg,2025-09-05,A Sad and Beautiful World,False,9.0,3
False,,"[10749, 35, 18]",1539987,ta,பூக்கி,,0.1743,/5WzT7wJe3iMtzpQgXCTHlxxoLyx.jpg,2026-02-13,Pookie,False,0.0,0
False,/5fxEasPMUhcSYtwlpsZ8WTciKpA.jpg,[18],1152312,de,Meine Frau weint,"A normal working day on a construction site. Thomas, a 40-year-old crane operator, receives a call from his wife asking him to pick her up from the hospital. He finds her crying.",0.4482,,2026-02-17,My Wife Cries,False,0.0,0
False,/vRL15qwoh2lNJwwyYDqwyZ49yeb.jpg,"[35, 10402]",1381697,en,The Spin,A struggling record store owner travels down south to Cork with his best friend in a bid to save his shop from closure.,0.5444,/vdK1LaVzOl0ZMba0QrYEyUD4iyb.jpg,2026-02-27,The Spin,False,0.0,0
False,/kCEfPlBedFOwJNfxUXaUy9kEeY9.jpg,[18],1544927,en,They Persist,A short film about the forever stagnant versions of ourselves that exist in the hearts and minds of the people we've  left behind as we grow and move on with our lives.,0.2817,/3r0RFJXkMzPtvWniLdl3fUvzMPj.jpg,2026-03-01,They Persist,False,0.0,0
False,/hXSA2wWdRO1KfJWC0wY7HfjUKzt.jpg,"[35, 14, 16]",1607088,zh,熊出没·年年有熊,,0.2407,/4MFMZRDTWngjVCQILVkg2JaT7kL.jpg,2026-02-17,Boonie Bears: The Hidden Protector,False,0.0,0
False,/Ak1vYSbJzODbdHLShFt2GrmdNsI.jpg,[18],1476466,de,Der Heimatlose,"After 14 years away, Hein returns to his home village on a remote island, only to discover that the close-knit community no longer recognises him. Suspecting him to be an impostor, they demand a trial to determine his true identity.",0.3137,/w9PRJGeWChKKC780dSvHWHPMU0a.jpg,2026-02-13,Trial of Hein,False,0.0,0
False,/5Ip7iqUS0Scnt22sXF2sYIjakpi.jpg,"[18, 12]",1615714,en,Ecdysis,"Yearning for a specific feeling linked to adolescence, a young boy sets out in search of fulfillment and closure, meeting a friendly companion along the way. However, when additional scenarios present themselves, he is left to question what it is he truly is searching for.",0.5867,/p0MBdahkHre52LMgDgss2yS0C9T.jpg,2025-10-02,Ecdysis,False,10.0,1
False,/7yrRoh2TTEW2re2XIoD32DoVWWd.jpg,[18],1393615,pt,Feito Pipa,"Gugu, a black boy living with his grandmother, experiences memories and revelations when the old city where she lived returns.",0.1243,/7aR0r9KVSfbzmCOGXGfulpmKOBj.jpg,2026-02-14,Gugu's World,False,0.0,0
False,,"[18, 10751]",1623026,id,Rumah Tanpa Cahaya,"Nurul was a loving mother who supported the family, supporting the household through hard work and prayer, and managing the warm and welcoming Empal Gentong Stall. Her passing shook the family, the stall fell silent, Qomar was trapped in loneliness, and her two sons only just realized the importance of a mother's presence. Without Nurul, family harmony crumbled, and the once-bright home lost its direction and hope.",0.3767,/1SO8G2JVF11GETnCHigskIrX4L3.jpg,2026-02-12,Rumah Tanpa Cahaya,False,0.0,0
False,/3zMnyby2urskcgfbprIynzI31aT.jpg,"[14, 18, 35]",1388977,es,Llueve sobre Babel,"In a retro-futuristic, tropical-punk twist on Dante’s Inferno, a group of misfits converges at Babel, a legendary dive bar that doubles as purgatory, where La Flaca—the city’s Grim Reaper—presides. Here, souls gamble years of their lives with her, daring to outwit Death Herself.",0.1815,/bK1gM1mpHZUUR2uITkVEn7wFwus.jpg,2026-01-02,Rains Over Babel,False,0.0,0
False,,[],1610884,ja,#拡散,"Set in a small town, this film tells the story of a caregiver tormented by deep loss/doubt after his wife dies following her vaccination.",0.212,/iM7W3xZGjAewbp4UF9KJtb8N3zQ.jpg,2026-02-27,#Spread,False,0.0,0
False,,"[28, 18, 878, 10752, 36]",1570597,ru,Спасти бессмертного,"Twenty-year-old blogger and extreme sports enthusiast Sasha Ustinov, considering himself a pacifist, avoids military service and goes to a remote village to visit his grandfather. For many years, his grandfather has been searching for the remains of soldiers who died during the Great Patriotic War near Rzhev—an activity that Sasha finds pointless and remote from his life. But a random accident changes everything, transporting him to a space where the past comes alive and ceases to be a textbook page. Caught in a strange time warp, Sasha encounters soldiers from the Great Patriotic War and realizes that his own future is now tied to their unfinished story. To escape the time loop, he must undergo a series of rigorous trials that will force him to understand the concepts of memory, duty, the price of courage, and love.",0.3139,/vS8qvuA3mUXFtW0zRe4HgfaJcwH.jpg,2026-02-26,Спасти бессмертного,False,0.0,0
False,/ym3KhETDLF69lZHST5eN11q4rRG.jpg,[18],1619815,mk,17,"Seventeen-year-old Sara is hiding a secret on a school trip. When the trip spirals out of control and Sara witnesses a classmate’s sexual assault, she and the girl seal a bond that will last forever.",0.3948,/jZxr0jTZ2R870vsGJqRRlZSI7sa.jpg,2026-02-18,17,False,0.0,0
False,/o6oC1MEuVbnAKf1Ybf8W5OW4o34.jpg,[18],1616127,tr,Yerçekimi,"Twelve-year-old Deniz plays freely with her best friend at their secret hideout. At school, while playing with boys, she’s pushed aside for who she is and fails to fit in with the girl group. In this quiet moment of growing up, her dream world takes on a different meaning.",0.1767,/d2aJRTqnNLuGTmD39qeVulpqSCK.jpg,2026-02-18,Gravity,False,0.0,0
False,/4pwEVWaPyGNbSJRF6EQrbfzH2wG.jpg,[18],1497823,de,"Sie glauben an Engel, Herr Drowak?","Lena is a cheerful student who firmly believes in happiness and the good in people. As part of a social project, she is sent by the office as a writing coach to Hugo Drowak, who has long since lost his luck and lives alone in a run-down tower block.",0.1765,/nnjnQ2Z5qeEfQqpECtopk4Z8RPj.jpg,2026-02-19,"You Believe in Angels, Mr. Drowak?",False,0.0,0
False,/tiTRz3pBlM51qVciPUJ0h3OAOTK.jpg,"[10402, 99]",1616936,en,AURORA: What Happened to the Earth? Live From Mexico City,"Norwegian alt-pop artist AURORA plays her biggest ever headline performance at Mexico City’s Palacio de los Deportes as part of her What Happened to the Earth? Tour. Filmed live on Dia De Los Muertos (Day of the Dead), the arena is transformed into a space of spellbinding sound and light, and filled with fans in festive dress. AURORA’s ethereal voice is ever-captivating as she sings haunting ballads including 'Dreams' and 'Exist for Love' as well as fan-favourites 'Runaway', 'The Seed' and 'Churchyard'. Known for blending electronic pop with folk and vivid storytelling, AURORA’s performances are always immersive and emotional, and this concert – celebrating nature and the human experience – solidifies her as a beacon of originality and inspiration.",0.1759,/fYShYKxsa8ZiMkPkbjiVoKnD9jV.jpg,2026-03-04,AURORA: What Happened to the Earth? Live From Mexico City,False,0.0,0
False,/jv6TwdXoS3LGD0gIRvfM3So9HEa.jpg,[99],1523504,en,She Was Here,"Heather O’Rourke captured hearts as Carol-Anne in the Poltergeist films, a bright light destined for greatness. Her sudden passing at just 12 years old left the world stunned and searching for answers. She Was Here looks beyond the headlines and rumors to honor the girl behind the role: her life, her spirit, and the legacy she left behind.",0.1749,/hSNX85TNi9Zaa3Ep0Kqj271T8FM.jpg,2026-02-24,She Was Here,False,0.0,0
False,,[99],1614709,ro,Plan contraplan,"During the 1980s, the American journalist Edward Serotta documented the harsh realities and Jewish life in socialist Romania. The secret services clandestinely accompanied him on his journey. A photo essay from opposing perspectives.",0.1746,/knezTXUKfkE9cKQcjRbLzoAOBjc.jpg,2026-02-14,Shot Reverse Shot,False,0.0,0
False,,[10749],1566740,te,సీతా ప్రయాణం,,0.1744,/ubYKOsmUXdz4GQgVndBAze8G5UM.jpg,2026-02-14,Seetha Payanam,False,0.0,0
False,/37EQvncZVycsSOHfSApojJpdSl4.jpg,[35],1562334,bg,Брънч за начинаещи,"A series of absurd situations and culinary catastrophes alternate between sincere laughter and bitter tears. And the big question remains: is the pursuit of the perfect reputation worth it, or does the recipe for true happiness lie somewhere else?",0.1737,/kVasHHUNJXBIfnL9dgQsDooZ8CY.jpg,2026-02-13,Brunch for Beginners,False,0.0,0
False,/8XmP5mEMOeWRWNaWzJIeD0rxFUk.jpg,[18],1619818,he,לאן,"Hassan, a 55-year-old Palestinian Uber driver, shuttles partygoers through endless Berlin nights. Amir, a young Israeli who is in danger of losing himself to these nights, becomes Hassan’s regular passenger when they find themselves bonded by heartbreak.",0.1732,,2026-02-17,Where To?,False,0.0,0
False,/zeDYPzldn22WfFsnTfuBkCCFJIZ.jpg,"[10402, 18]",1426957,de,The Loneliest Man in Town,"Blues musician Al Cook lives in an apartment filled with memories. Outside, the world carries on without him. But when his home is slated for demolition, out of the ruins of his existence, a long-forgotten dream suddenly resurfaces.",0.1699,/73HD4yeXKfklLbYkryoNxnaARxU.jpg,2026-02-19,The Loneliest Man in Town,False,0.0,0
False,,[18],1616882,de,Auslandsreise,"A year in Berlin: Leonie wanders through the city and the texts of Anna Maria Ortese. Speaking with friends and translator Sigrid Vagt, she is also looking for the narrative threads of her own life. A film of reading shot in glowing, matter-of-fact 16mm.",0.168,,2026-02-15,Foreign Travel,False,0.0,0
False,,"[53, 10749, 35]",1614805,en,Drop Dead Gorgeous,"When Miles, a socially-awkward health freak, is dragged into a house party he never wanted, an unexpected connection with a stranger sparks a night that spirals into a life-altering turn of events.",0.1665,/rOWKxFcGuaYYhvRvJ6LKrz6taAI.jpg,2026-02-11,Drop Dead Gorgeous,False,0.0,0
False,/jeZjQ3IBDcBTHri8fCiNCXbC9rZ.jpg,"[18, 10402]",1241841,fr,La sirène à barbe,"The drag queens of the La Sirène à Barbe cabaret put on a grandiose show of song, circus and dance, the likes of which Dieppe has never seen before. Erwan, a local fisherman, is spellbound. He ventures into their world of joy and celebration and discovers, behind the costumes of the stage characters, tormented, lonely, over-sensitive human beings ready to do anything to carry this project as far as possible. It's a portrait of a small port town inhabited as much by gloomy daily lives as by extraordinary destinies.",0.1652,/j0a0vOnMtVSrhj6eIbrcP0Obt1u.jpg,2024-10-02,The Bearded Mermaid,False,5.7,3
False,/g5n1jTrfhhTf40iBKYp4prMK1Gn.jpg,"[16, 12]",1599184,zh,斗破苍穹剧场版 双帝之战,,0.165,/6ciIJXlGSwqWHZMwC9PgeLAzlRO.jpg,2026-03-01,斗破苍穹剧场版 双帝之战,False,0.0,0
False,/8ltn9080rFKPuBe7v7gBGdTW4bO.jpg,[28],1627503,en,Violent Endeavors,"""Violent Endeavors"" is a critique film based on ""The Last of Us"" show and video game emphasizing and enhances the lack of violence found within the adaptation as opposed to a linear style of action in drama cinema. The short film operates on a alternate level of storytelling closely based off one of the major action sequences of The Last of Us story. ""Violent Endeavors"" seeks to blend drama and action genres into one seamless flow of cinematic storytelling without degrading the level of violence or action that's essential to the world.",0.1643,/psngfE4Sk3bEVChhLLmxhwLB2yM.jpg,2026-02-15,Violent Endeavors,False,0.0,0
False,,[99],1510913,fr,Soulèvements,,0.1636,/spNTUmgBDG34AwHwKJudKEGiyNK.jpg,2026-02-11,Soulèvements,False,0.0,0
False,,"[99, 14, 36]",1615764,el,Uchronia,"A psychedelic docu-essay, inspired by Arthur Rimbaud’s visionary poem Une Saison en Enfer, in which the poet’s ghost travels through history, encountering revolutionary figures and queer ‘freaks’ such as Emma Goldman, David Wojnarowicz, and Marsha P. Johnson. These encounters form a multilayered collage that interrogates identity, the meaning of revolution, and the role of the artist in shaping radical histories and collective imaginaries.",0.1635,/9hHU8Dg8dZSYvOw4y6qqC8oDqHo.jpg,2026-02-17,Uchronia,False,0.0,0
False,,"[99, 14]",1593691,en,The Apocalypse of St. John,"The Apocalypse of St. John invites viewers on an epic journey through the visions revealed to the Apostle John on Patmos. This cinematic experience brings the Book of Revelation to life through striking visuals, immersive sound, and powerful dramatizations that draw audiences deep into the apocalyptic narrative. Beyond its spectacle, the film offers clear and engaging explanations of each vision, illuminating their theological meaning through the lens of ancient Christian tradition. It presents Revelation not as distant symbolism, but as a living prophecy with profound relevance for our age. Blending drama, documentary insight, and faithful exegesis, the film guides viewers through the mysteries of the End Times and the great spiritual battle at the heart of the prophecy.",0.162,,2026-02-15,The Apocalypse of St. John,False,0.0,0
False,/hsa6h0E8gRkX1RH5n2JfkdNHOcn.jpg,"[18, 36]",1303357,fr,À bras-le-corps,"15-year-old Emma, pregnant after a rape, defies her repressive rural Protestant community to carve a path of self-determination, transforming trauma into a catalyst for emancipation while confronting the moral hypocrisy of the village and the spectre of World War II around her.",0.1612,/ouU6LcJ0b4wQ0vSi52TRJ2BcS4e.jpg,2026-01-29,Silent Rebellion,False,7.0,1
False,/huRdGPerAfH1uEO43oD6q3eK2R7.jpg,[18],1604418,az,Zəfər rəqsi,The story of the post-war life of a veteran of the Second Nagorno-Karabakh War.,0.1611,/7rCs6lGK8X5vIBXwnMa9zmVQEX9.jpg,2025-10-24,The Dance of Triumph,False,0.0,0
False,/aCq10aIPaQ93ggi2red845eedut.jpg,"[10749, 35]",1525104,id,AIU-EO: Macam Betool Aja,"Three friends from Medan who have an Event Organizer (EO) called AIU-EO get a big project to organize a rich businessman's wedding, but instead get an unexpected mission from the bride-to-be to thwart the wedding itself.",0.1609,/ahbYcnrLen6yoapbpY4dC5fKDPP.jpg,2026-02-12,AIU-EO: Macam Betool Aja,False,0.0,0
False,/huRdGPerAfH1uEO43oD6q3eK2R7.jpg,[18],1604418,az,Zəfər rəqsi,The story of the post-war life of a veteran of the Second Nagorno-Karabakh War.,0.3204,/7rCs6lGK8X5vIBXwnMa9zmVQEX9.jpg,2025-10-24,The Dance of Triumph,False,0.0,0
False,/aCq10aIPaQ93ggi2red845eedut.jpg,"[10749, 35]",1525104,id,AIU-EO: Macam Betool Aja,"Three friends from Medan who have an Event Organizer (EO) called AIU-EO get a big project to organize a rich businessman's wedding, but instead get an unexpected mission from the bride-to-be to thwart the wedding itself.",0.2685,/ahbYcnrLen6yoapbpY4dC5fKDPP.jpg,2026-02-12,AIU-EO: Macam Betool Aja,False,0.0,0
False,/AlLZn8Mebc221k1406MFoHhuqVY.jpg,"[18, 9648, 14]",1600939,es,Stallion y la Bola de Cristal,"In his dark, silent room, a secluded teenager sick with a burning desire casts a spell. As violent visions warp his reality, a bubble threatens to burst; something must break.",0.1967,/dk40KS5VPkd42QTg43CPkvn4rPq.jpg,2026-02-14,Stallion and a Crystal Ball,False,0.0,0
False,/ktTswJBcgSxZRmrllbYx4zKtweP.jpg,"[35, 18, 10749]",1308022,en,"Step Back, Doors Closing","After a chance encounter on the DC metro, Ryan and Julisa spend the next twenty-four hours discussing their hopes, dreams, and fears. Slowly but surely, they reveal more and more about themselves, and fall in love.",0.5104,/zJtgLLU1XaOlDw5OM0d34ZQWOMY.jpg,2026-02-13,"Step Back, Doors Closing",False,0.0,0
False,/xov1V59RdNdMIeAbUgq0vQmzOQe.jpg,[18],1538046,pt,Terra Vil,"In a community recently shaken by a local tragedy, 12-year-old João and his alcoholic father make a living from fishing. However, the effects of climate change on the business, the ghosts of their past and the father's increasingly erratic behavior could lead to their separation. It is in the next-door neighbors that João meets an unlikely family that could be his only hope for a different future.",0.1469,/kKIbChNBhPaClVp1OtK7bIzwdBz.jpg,2026-02-26,Terra Vil,False,0.0,0
False,,"[878, 18, 35]",1605846,en,Displaced,"A depressed, dysfunctional physicist accidentally sent back in time tries to fix her future by mentoring her troubled 14-year-old self: a whole-ass handful with her own mischievous agenda.",0.3398,/jws06SfqRTLzhfcMQYLZPdLUs6k.jpg,2026-02-24,Displaced,False,0.0,0
